,28xeuclidean,28xcosine,id
20,"[12.57000828 13.1528492  12.50567722 12.87793446 13.97785187 14.79465866
  9.66329861 12.06873322 11.91192245 13.55660629 13.10025215 13.40660191
 12.74064827 13.07004356 13.40934849 11.73711109 13.61131191 13.86646461
 12.78033829 12.49070358 15.8559866  12.35054302 13.89640427 15.95142841
 12.95318508 13.56810474 14.70031166 15.05752277]","[0.45085585 0.42184925 0.55499285 0.51530957 0.43935776 0.22958969
 0.63400429 0.52690834 0.60530651 0.47320691 0.51983261 0.38662186
 0.38327381 0.53445983 0.49893364 0.62599498 0.39128661 0.29963869
 0.59356999 0.61820704 0.28399599 0.54274201 0.51938605 0.25950891
 0.47814512 0.47960168 0.3339045  0.12292697]",6hc1izd5
21,"[14.59769535 15.48888779 14.95987034 15.18253136 14.35044193 17.72608757
 15.40941906 15.73176098 14.51199818 13.72778511 14.3269825  16.10030937
 14.37840843 12.51984787 14.4504261  14.12195396 16.06376266 14.76588917
 13.55689716 12.83431435 16.88796043 14.04147148 11.25440407 15.43103695
  9.36076832 14.95994854 11.3579731  15.03434372]","[0.5249607  0.37265643 0.40803173 0.44675711 0.44587046 0.34684503
 0.35022035 0.38101146 0.46962145 0.5656361  0.47466666 0.47807759
 0.46487671 0.51472968 0.42899475 0.36691529 0.40795833 0.29634178
 0.49143946 0.46808288 0.33543956 0.35252023 0.64555651 0.49129805
 0.75609058 0.4780052  0.56460816 0.46747327]",751xgntu
22,"[15.32498074 14.47252178 16.77791595 15.72940826 14.65480518 16.80269432
 15.75050735 15.11386871 15.21146297 15.88361931 14.11280918 15.42724228
 17.00258827 17.86392784 16.95562744 17.16676331 16.87958717 16.93808746
 16.27463531 15.89097786 15.74431515 17.09728813 16.36844444 17.42246246
 14.75419617 14.57806778 16.05132294 17.56990814]","[0.50001693 0.54893047 0.32003558 0.42485964 0.51876324 0.39988878
 0.37899685 0.52379125 0.4640049  0.43493646 0.56927764 0.51000071
 0.30374318 0.24776967 0.34745473 0.35454488 0.40701088 0.29944816
 0.31882131 0.37805378 0.42635691 0.17896986 0.36513588 0.32060981
 0.41737276 0.54117304 0.34062925 0.25698715]",8a1uneuz
23,"[15.11803055 12.89732933 14.48374653 13.55870152 15.446805   14.86624241
 14.76286697 13.7086401  12.91496754 11.70384789 10.97899342 12.85601902
 12.79393864 12.57450199 11.87636089 12.40268803 13.14925575 12.37829399
 11.93326378 11.86399269 11.9306879  12.95232391 10.1548748  12.24269199
 11.44056702 10.29390621 10.34284115 11.02455425]","[0.49675086 0.55770534 0.47031674 0.47778028 0.40091977 0.446457
 0.38532266 0.58340156 0.64358222 0.69126117 0.74510211 0.64876163
 0.62698346 0.59443903 0.59154731 0.60791671 0.56018496 0.55971259
 0.61332637 0.65771455 0.65462297 0.54640776 0.72437984 0.59673226
 0.59327298 0.74426079 0.71539605 0.67664027]",8kfkpopv
24,"[13.19451809 12.95517254 11.26850033 14.37445831 14.59902477 13.58429909
 11.80214024 15.58518696 12.54248524 15.40035057 15.1066246  14.80385494
 13.64315605 14.014678   15.13908768 14.26791954 15.99392509 13.64624405
 13.54743099 13.71753502 12.79446697 12.80331802 16.2923584  15.75146484
 14.7105093  13.73712635 14.53560638 14.4435463 ]","[0.52771229 0.50589859 0.58727562 0.4719179  0.34990838 0.47761106
 0.60711175 0.34248617 0.53885508 0.43255767 0.36292428 0.42684746
 0.5145492  0.36183947 0.41545051 0.38208064 0.27863985 0.47661439
 0.49735644 0.36267036 0.49392667 0.49505851 0.30167434 0.38614392
 0.4663378  0.45041227 0.38625035 0.43437558]",8umrg2hn
25,"[12.64646626 13.41548634 13.10758781 10.96130753 13.68796444 12.91827488
 12.62854481 14.96952629 13.8604517  13.41042042 15.14316177 13.81156063
 13.77896118 13.21833134 12.90652466 13.32249165 13.65974712 12.50640392
 13.10229397 14.24975491 10.81605625 13.29016972 11.81457806 13.0166893
 11.68138409 12.45746803 13.28484631 13.39533138]","[0.62857741 0.59354705 0.58253491 0.70344007 0.56654871 0.57702965
 0.58422124 0.49941    0.53919727 0.56144035 0.47567692 0.52290708
 0.5111655  0.59348619 0.60661733 0.6049701  0.5485419  0.61335772
 0.55948627 0.51489389 0.69177014 0.51872408 0.66162056 0.54365778
 0.62034875 0.61455077 0.54845595 0.48324981]",913dtzkj
26,"[16.48952675 17.63358307 17.47844696 17.79909706 16.2912693  17.11920929
 16.49453926 15.2575922  14.45278454 13.72104073 12.27850151 13.7804327
 14.31537056 15.75529575 14.37095451 15.57322216 14.51600266 15.19848537
 15.50686169 14.77199173 14.00739002 15.17875957 14.29710007 14.37437916
 14.50408745 14.13704586 11.69121552 14.79596519]","[0.41804266 0.27395347 0.37580812 0.30945539 0.35378021 0.28268579
 0.34180242 0.38568139 0.52800655 0.54096031 0.58467996 0.47296548
 0.43471929 0.38619572 0.44253296 0.2289542  0.3309724  0.27407807
 0.44665495 0.43521851 0.49520412 0.40706211 0.41580841 0.4097383
 0.40410426 0.31556085 0.53738117 0.25966072]",9g22axi7
27,"[15.41539574 14.35449123 17.07962418 16.36457253 15.44262695 18.23193741
 13.61012363 14.28996086 15.98618031 14.07495499 15.67037773 16.41519165
 13.20674896 13.95690536 13.76649666 13.74084091 16.06650734 13.90999413
 15.54725647 16.76259995 15.80801582 14.2837286  15.70118618 16.6586628
 14.28939247 14.01533985 15.18405724 15.64311028]","[0.36387444 0.41281888 0.23566145 0.26369745 0.4473199  0.2632089
 0.53948081 0.28153029 0.20480548 0.34424007 0.34479597 0.31875256
 0.49142757 0.33912286 0.30950427 0.46736056 0.30421457 0.39019391
 0.22531386 0.26679409 0.38350403 0.42025131 0.32641274 0.28170404
 0.38807678 0.56624627 0.42816773 0.42284885]",aaxwugte
28,"[12.96051025 15.08418941 14.24814224 14.95517349 14.70998955 15.25966549
 13.20297909 15.71925068 13.49550343 14.81053066 14.62259579 14.59148312
 13.13024616 13.83635807 14.83249378 12.80185318 13.82624435 14.07064724
 13.95555496 12.53955555 13.86422253 12.68666935 13.06040287 15.05734825
 13.2093935  13.19728756 12.86833572 13.10902023]","[0.65636224 0.52849412 0.59998608 0.54709965 0.54908407 0.466932
 0.60729855 0.46638665 0.62781072 0.53805375 0.53534597 0.488069
 0.5901835  0.60400277 0.53059554 0.63884968 0.53313905 0.51988614
 0.60614532 0.67324054 0.56346631 0.63911694 0.63393229 0.4623068
 0.5915705  0.57172358 0.59613401 0.52062911]",alz0juf7
29,"[16.43847466 15.53233051 17.44207764 17.0449543  15.47364712 15.33278656
 16.53346825 15.63932228 15.62618732 14.23664284 14.58046627 16.05383873
 15.45712566 16.46524239 15.29528046 15.2669735  13.81099319 15.46201897
 16.12211418 16.72591019 15.19096088 14.70091915 15.92862892 14.92471027
 14.77090454 14.80789661 16.98027992 14.44409084]","[0.27006951 0.2369332  0.24462807 0.18871216 0.37284052 0.20062155
 0.23292762 0.16939591 0.36348397 0.4004496  0.41271961 0.04664224
 0.28918037 0.1751575  0.16991627 0.24212483 0.10485035 0.14542228
 0.30083433 0.29133239 0.25544918 0.41718414 0.27495036 0.13996607
 0.32613236 0.23379514 0.17126819 0.19024803]",amsa7f0i
30,"[14.5407114  16.95228958 15.58169174 16.30430603 18.17851067 17.4310894
 16.4307785  15.27318192 14.1505909  14.76983261 16.1503582  15.23651505
 14.12115765 13.80443192 17.45749092 14.16644764 15.57404804 17.16941071
 17.02262688 14.26411533 15.3580265  15.8678894  15.7762413  15.71150494
 13.69831085 13.53207874 15.69687271 16.34899902]","[0.45769563 0.41510382 0.50339615 0.47086453 0.34999418 0.3817507
 0.37589738 0.32749838 0.42864966 0.40405792 0.284183   0.33162904
 0.26918957 0.58792597 0.36062258 0.58465117 0.47886196 0.26870438
 0.38856074 0.57657069 0.4901605  0.37244353 0.49629325 0.48237514
 0.5545041  0.62121421 0.41957852 0.33847359]",arnrlmny
31,"[16.96768379 17.19763184 17.01066971 17.15236855 16.02039719 17.71587944
 16.74717331 14.4144783  13.39779854 15.11815357 13.19411278 14.36886692
 13.62808418 15.98222637 14.77873898 13.8517971  16.15122986 16.6083107
 16.8564682  11.7521162  13.87993813 15.54274178 14.98554611 11.03291988
 14.05556202 12.50297737 13.36465454 13.85790253]","[0.24534838 0.28565547 0.24407443 0.19681375 0.23088963 0.05807937
 0.31986004 0.44729236 0.47653887 0.29925752 0.40735963 0.29994661
 0.5039565  0.32195282 0.39556444 0.42194688 0.20729373 0.32098144
 0.13216765 0.53565168 0.35096589 0.35591754 0.18520612 0.56553805
 0.45130989 0.35482728 0.46088111 0.42149463]",bcwy1gl8
32,"[11.82104492 11.64346981 11.92266941 11.54649734 11.80932522 10.59548569
 12.83344364 11.04532146 12.55234051 13.74459743 12.09701729 12.25095558
 13.25738049 10.68008232 12.85163498 11.17643452 11.1421442  13.87093735
 11.74189377 10.54258919 11.27031803 11.26657104  8.71503544 11.85325146
 11.12734127  9.98900032 10.84584618 13.34214592]","[0.68776143 0.65497547 0.65490031 0.68505573 0.64815909 0.74666494
 0.60828471 0.68554848 0.61117369 0.54662132 0.62374151 0.65720075
 0.57609594 0.66075462 0.52859461 0.60040051 0.67422175 0.445438
 0.63300318 0.67458469 0.68313313 0.65982729 0.78919506 0.65911055
 0.67960614 0.74322206 0.66807753 0.56533229]",bevvi2bc
33,"[15.79463005 13.84158134 15.23480606 12.93565845 14.40235519 15.70942402
 15.48875046 14.32067299 15.8723793  13.76260662 14.68469143 14.45696259
 15.49029541 14.22130299 14.19525719 12.69988537 14.26373196 15.7003727
 15.67100811 11.92876816 12.92593765 14.22829533 15.20253563 14.14870739
 15.32815266 12.29886627 14.68946171 14.75316238]","[0.52100348 0.58470052 0.41476926 0.65756905 0.51386577 0.40119389
 0.41658252 0.5977459  0.43908817 0.64514536 0.55006695 0.55471379
 0.48301405 0.47068414 0.57620567 0.60868353 0.48874825 0.37672254
 0.40329519 0.58232808 0.48434028 0.3721531  0.47610092 0.53513956
 0.44974008 0.57669693 0.39355674 0.36115876]",bhktja3b
34,"[14.61548615 17.57664108 16.22875214 13.67317963 14.19089603 15.26876545
 14.80264187 15.51364326 17.04231453 14.16269684 14.73638535 15.64927197
 13.36734295 17.02288628 16.50272751 15.05183601 16.12312126 16.66305542
 14.72836494 13.22578907 15.11326885 15.41811371 13.52043915 15.72026825
 14.42016697 13.57562065 14.87600994 13.83284855]","[0.51234782 0.26079762 0.30205363 0.55047464 0.43988723 0.40832251
 0.46729997 0.44925588 0.26796564 0.53912371 0.42948899 0.40815639
 0.58552539 0.22932404 0.34359512 0.36581686 0.33829552 0.32329795
 0.42121971 0.44102857 0.34937248 0.35678309 0.48794365 0.36762074
 0.4906612  0.44372556 0.367722   0.50456756]",blrmwyxk
35,"[14.74788475 14.49533367 13.38918781 15.10577965 12.72731209 14.83034992
 13.87698936 14.17300224 15.09490585 14.86849213 13.8444376  15.10792065
 15.13764286 13.51205158 16.63757324 14.45569134 13.47958755 12.8551302
 15.43421745 13.31032562 14.28103161 13.13064098 13.66385269 16.18495941
 15.58102512 12.28141308 14.65502167 14.86873817]","[0.48138162 0.46748444 0.53024572 0.49431053 0.61982793 0.51741946
 0.48163337 0.54156399 0.46535441 0.5487383  0.58783334 0.53749299
 0.45034596 0.54575759 0.40814292 0.52806365 0.61693507 0.5790174
 0.47912356 0.58985001 0.55944037 0.54535592 0.62224209 0.4968355
 0.45856863 0.69738227 0.49119347 0.51265913]",c5l9xs7r
36,"[16.53694153 15.91112137 16.09590149 16.20966148 16.51089859 15.70599651
 15.64471245 14.99942589 15.59509754 14.87038517 15.61160469 14.58098984
 16.83149719 14.48556614 14.39585495 13.44459343 13.95854378 14.41068172
 15.07757282 11.62796211 10.94585133 15.20790863 15.07086468 15.32885551
 15.38028908 12.58888912 15.42979145 15.29589272]","[0.45804933 0.41265079 0.48517576 0.47896528 0.42075318 0.49029052
 0.4088631  0.50000781 0.53088093 0.57431459 0.4994728  0.5746876
 0.34048256 0.5329929  0.5402348  0.5613786  0.54401624 0.40289775
 0.56122726 0.72251099 0.75995475 0.46440181 0.53338033 0.5295344
 0.45320129 0.65965813 0.39427757 0.42757171]",cbtnpa83
37,"[16.97246361 17.86216736 16.12664413 16.07585716 17.18413925 13.65333366
 13.94841957 17.58201599 16.4565773  16.60440445 16.52952766 16.59326553
 17.88848495 16.48342133 18.20444107 17.18870544 16.46922112 17.34855652
 17.0657692  17.69988632 14.90435886 16.03842926 16.81195641 15.55424118
 16.22772217 16.99037361 18.30478668 13.5279026 ]","[0.2222622  0.132319   0.14313623 0.22185412 0.23055887 0.25802201
 0.3202976  0.27792257 0.26152927 0.2997787  0.38304093 0.12097862
 0.08006305 0.254785   0.15313311 0.32991174 0.12909488 0.13134679
 0.11131943 0.17346957 0.09372263 0.08653149 0.30559513 0.11888444
 0.1519399  0.11535501 0.07093749 0.1957572 ]",cf7hcvjy
