,28xeuclidean,28xcosine,id
30,"[1.30747401 1.29710576 1.27532982 1.31873238 1.10859787 1.2107524
 1.30290385 1.3240948  1.3326642  1.33222429 1.1986015  1.28769275
 1.35271746 1.30200667 1.33457308 1.30299145 1.27340734 1.33024307
 1.3578657  1.27320217 1.28832535 1.32061977 1.30492508 1.27969683
 1.32447573 1.14873063 1.28603304 1.26400257]","[0.14525585 0.15875832 0.18676693 0.13047245 0.38550538 0.26703931
 0.15122078 0.12338648 0.11200307 0.11258922 0.28167722 0.17092369
 0.08507773 0.15238931 0.10945735 0.15110664 0.18921687 0.11522669
 0.07810038 0.18947811 0.17010889 0.12798171 0.14858526 0.18118801
 0.12288202 0.34020897 0.17305951 0.20114875]",c5l9xs7r
31,"[1.37504081 1.35973624 1.35230363 1.33992882 1.35853681 1.36360054
 1.35769435 1.3882723  1.29742384 1.31315184 1.28479182 1.22004369
 1.35035513 1.31441084 1.31050265 1.20971841 1.27009527 1.33138786
 1.28492667 1.18482608 1.26868391 1.29596961 1.28203577 1.33510027
 1.3154123  1.21754698 1.28936681 1.28120317]","[0.05463139 0.07555868 0.08563745 0.10229538 0.07718887 0.07029679
 0.07833302 0.03635    0.15834569 0.13781612 0.17465499 0.25574669
 0.08827051 0.13616208 0.1412914  0.26829068 0.19342901 0.11370319
 0.17448173 0.29809358 0.19522056 0.16023139 0.17819214 0.10875363
 0.13484524 0.25878967 0.16876662 0.17925922]",cbtnpa83
32,"[1.35192277 1.34731438 1.36616458 1.35144483 1.35430147 1.31989619
 1.34161647 1.36993442 1.3817882  1.36916235 1.35978664 1.28904535
 1.29947167 1.38964302 1.37771061 1.37707305 1.35141419 1.33342176
 1.3574631  1.34653295 1.30214126 1.32438686 1.17712927 1.3349544
 1.36006294 1.30478863 1.30755708 1.23462517]","[0.08615241 0.09237199 0.06679717 0.08679843 0.08293376 0.12893703
 0.10003263 0.06163984 0.04533068 0.06269723 0.07549015 0.16918105
 0.15568669 0.03444614 0.05095673 0.0518349  0.08683985 0.1109932
 0.07864697 0.09342451 0.15221407 0.12299972 0.30718335 0.10894838
 0.0751144  0.14876331 0.14514724 0.23785034]",cwpk6107
33,"[1.28150537 1.35892354 1.30894313 1.34029235 1.29461127 1.36948257
 1.36883911 1.39225945 1.34107735 1.38948575 1.31267585 1.35214423
 1.38614998 1.32569009 1.37229838 1.37960358 1.36168309 1.30223065
 1.34440353 1.31906283 1.27499243 1.30629798 1.3132569  1.40430986
 1.29585928 1.28381186 1.19972675 1.26175722]","[0.17887199 0.07666341 0.14333394 0.10180821 0.16199083 0.06225874
 0.06313975 0.03080682 0.10075577 0.03466468 0.13844106 0.08585299
 0.03929412 0.1212729  0.05839857 0.04834698 0.07290958 0.15209767
 0.09628957 0.13003663 0.18719715 0.1467928  0.13767816 0.01395691
 0.16037436 0.17591355 0.28032787 0.20398436]",d2c54dfk
34,"[1.3464546  1.30523275 1.41421356 1.30381877 1.29317234 1.37457501
 1.28390381 1.36929947 1.38916588 1.37932656 1.30152259 1.37627304
 1.39640485 1.41421356 1.32552611 1.31737888 1.36455573 1.35532736
 1.3868444  1.38091383 1.41421356 1.38763619 1.26460136 1.31930536
 1.23731693 1.34612888 1.24216507 1.34321443]","[0.09353001 0.14818373 0.         0.1500283  0.16385265 0.05527177
 0.1757955  0.06250947 0.03510907 0.04872912 0.15301947 0.05293626
 0.02502675 0.         0.12149027 0.13225644 0.06899383 0.08154388
 0.03833131 0.0465385  0.         0.0372329  0.2003917  0.12971668
 0.2345234  0.09396852 0.22851297 0.09788749]",de2k1rwl
35,"[1.27582327 1.33417378 1.33388757 1.38134311 1.34744606 1.36224006
 1.33182425 1.31102461 1.2736295  1.29412471 1.2635619  1.30137927
 1.30566418 1.31275654 1.34801446 1.37065898 1.28888777 1.27438184
 1.35195699 1.38988012 1.24140941 1.34528108 1.39199154 1.34574902
 1.35519157 1.39960516 1.36524605 1.37962832]","[0.18613749 0.10999016 0.11037197 0.0459456  0.09219456 0.07215101
 0.11312209 0.14060724 0.18893395 0.16262062 0.20170567 0.153206
 0.14762052 0.13833514 0.09142851 0.06064698 0.16938416 0.18797547
 0.08610615 0.03411662 0.22945134 0.0951094  0.03117978 0.09447978
 0.08172791 0.0205527  0.06805162 0.04831285]",dvw4pmpg
36,"[1.32660669 1.36547148 1.36550668 1.30339089 1.35826572 1.33243515
 1.3318102  1.34859624 1.39876356 1.34858735 1.40401292 1.34674445
 1.3928103  1.31421357 1.35495059 1.38811274 1.35130899 1.37060978
 1.34407262 1.40891558 1.38066463 1.35570961 1.37895366 1.38833731
 1.34890345 1.33632317 1.40208463 1.29007461]","[0.12005735 0.06774382 0.06769576 0.1505861  0.07755712 0.11230829
 0.1131408  0.09064409 0.02173025 0.09065608 0.01437387 0.09313969
 0.03003974 0.13642135 0.08205445 0.03657152 0.086982   0.06071441
 0.09673439 0.00747844 0.04688259 0.08102573 0.0492434  0.03625976
 0.09022975 0.10712019 0.01707935 0.16785375]",evgj8hnz
37,"[1.20981581 1.39310977 1.40154438 1.3469143  1.30917084 1.354492
 1.23098105 1.34237789 1.39658183 1.35243525 1.34082979 1.27820633
 1.30024091 1.37589595 1.37712159 1.29790106 1.35705972 1.36619847
 1.39632525 1.3300276  1.40766996 1.39933769 1.32048708 1.3769121
 1.37359903 1.34368186 1.32888357 1.30426907]","[0.26817285 0.02962258 0.01783667 0.09291093 0.14303586 0.08267571
 0.24234283 0.09901079 0.02477959 0.08545945 0.10108774 0.18309429
 0.15468679 0.05345516 0.05176807 0.15772641 0.07919446 0.06675088
 0.0251379  0.1155133  0.00923264 0.02092701 0.12815693 0.05205654
 0.05661285 0.09725952 0.11703423 0.14944109]",ey6rvkee
38,"[1.36512668 1.34643018 1.36693899 1.33581629 1.36970152 1.36762848
 1.3728149  1.31322562 1.32896697 1.39359    1.31475904 1.39136959
 1.39669389 1.32494445 1.36175793 1.31129427 1.3638943  1.34516072
 1.33256059 1.31535904 1.3206319  1.3701403  1.35700805 1.3299583
 1.33820917 1.35204148 1.30898146 1.39168673]","[0.06821457 0.09356288 0.0657389  0.10779742 0.06195887 0.06479617
 0.05768963 0.13771923 0.11692339 0.02895345 0.13570434 0.03204534
 0.02462309 0.1222611  0.07280767 0.14025367 0.06989617 0.09527131
 0.11214113 0.1349153  0.12796569 0.06135778 0.07926458 0.11560547
 0.1045981  0.08599192 0.14328377 0.03160402]",ff7sbzen
39,"[1.36108552 1.38464555 1.38183345 1.41421356 1.39410291 1.41421356
 1.3787907  1.30718454 1.18911739 1.4023472  1.37845396 1.29218668
 1.37430754 1.34146087 1.41421356 1.3957817  1.39669573 1.36831458
 1.41421356 1.41421356 1.41421356 1.25677135 1.28058412 1.37261461
 1.41421356 1.33032711 1.41421356 1.30881142]","[0.07372311 0.04137835 0.04526816 0.         0.02823854 0.
 0.0494681  0.14563429 0.29299992 0.01671116 0.04993235 0.1651268
 0.05563939 0.10024137 0.         0.02589673 0.02462052 0.06385761
 0.         0.         0.         0.21026289 0.18005216 0.05796457
 0.         0.11511489 0.         0.14350633]",fo7s5x1o
40,"[1.35087188 1.34205475 1.34952367 1.37728964 1.35053668 1.28077896
 1.32486025 1.3689992  1.35874973 1.40568692 1.34169909 1.37266891
 1.36038981 1.32657582 1.3570389  1.29189338 1.22711547 1.37613105
 1.38221228 1.38443407 1.38789314 1.41421356 1.36446009 1.30641499
 1.37977402 1.2538369  1.36973504 1.3631113 ]","[0.08757258 0.09944452 0.08939293 0.05153663 0.08802534 0.17980263
 0.12237266 0.0629206  0.07689958 0.01202214 0.09992178 0.05789003
 0.07466978 0.12009829 0.07922271 0.16550574 0.24709381 0.05313167
 0.04474461 0.04167116 0.03687632 0.         0.06912433 0.14663993
 0.04811182 0.21394652 0.06191296 0.07096379]",ft6u82q5
41,"[1.30907873 1.32690953 1.350391   1.2542016  1.2785943  1.39954399
 1.23037899 1.23910609 1.29434772 1.28110959 1.29322477 1.41421356
 1.20080871 1.36684699 1.31225633 1.31090393 1.3486391  1.34931975
 1.36940425 1.2986172  1.41421356 1.39821955 1.28543719 1.39953509
 1.25028109 1.39567756 1.30414881 1.39076847]","[0.14315643 0.11965556 0.08822208 0.21348917 0.18259831 0.02063831
 0.24308377 0.23230805 0.16233199 0.1793791  0.16378485 0.
 0.27902922 0.06586465 0.13899166 0.14076545 0.09058629 0.08966811
 0.062366   0.15679669 0.         0.02249104 0.17382562 0.02065076
 0.2183986  0.02604208 0.14959793 0.03288153]",fzqyj3f9
42,"[1.2899728  1.23947655 1.33234989 1.32608495 1.2269083  1.268679
 1.29173637 1.31662788 1.30330354 1.35962751 1.28648063 1.24527533
 1.28315768 1.28809247 1.36717104 1.28308557 1.31256057 1.30374927
 1.36077778 1.34554806 1.35897231 1.30972303 1.38317401 1.35910888
 1.35691582 1.24015089 1.28326666 1.31962592]","[0.16798509 0.23184894 0.11242189 0.12074936 0.24734802 0.19522679
 0.16570857 0.13324552 0.15069994 0.07570652 0.17248379 0.22464468
 0.17675319 0.1704089  0.06542167 0.1768457  0.13859238 0.15011893
 0.07414191 0.09475021 0.07659714 0.1423128  0.04341483 0.07641152
 0.07938972 0.23101289 0.17661334 0.12929371]",g7gmcvts
43,"[1.32604712 1.36581561 1.3485625  1.32689704 1.2311756  1.25494106
 1.27440669 1.32527828 1.29072673 1.36170151 1.34897388 1.29612723
 1.28091888 1.3581936  1.33647306 1.35767848 1.28979802 1.30197436
 1.30833981 1.36074388 1.30197061 1.36213934 1.28004318 1.30987806
 1.36292647 1.28824348 1.33634265 1.37814413]","[0.12079952 0.06727386 0.09068959 0.11967212 0.24210333 0.21256146
 0.18794379 0.12181874 0.16701225 0.0728845  0.09013473 0.1600271
 0.17962341 0.07765507 0.10691988 0.07835457 0.16821054 0.15243139
 0.14412347 0.07418805 0.15243627 0.07228821 0.18074473 0.14210974
 0.07121572 0.17021437 0.10709416 0.05035938]",gcp4ws1h
44,"[1.26504865 1.33012422 1.37318379 1.35132409 1.29932924 1.37170063
 1.32787575 1.30474351 1.34581276 1.35363292 1.34162769 1.37420363
 1.35243754 1.33197935 1.24487512 1.35205117 1.32638944 1.35170536
 1.34219445 1.3770941  1.35134701 1.35882437 1.37083404 1.31937986
 1.35146236 1.37884159 1.39189872 1.37239328]","[0.19982596 0.11538478 0.05718314 0.0869616  0.15587176 0.05921869
 0.11837299 0.14882219 0.09439401 0.08383896 0.10001757 0.05578219
 0.08545634 0.1129155  0.22514297 0.08597882 0.12034553 0.0864463
 0.09925703 0.05180592 0.08693062 0.07679817 0.06040702 0.1296184
 0.08677475 0.04939794 0.03130898 0.05826834]",gdkxx25b
45,"[1.37404609 1.38885916 1.41421356 1.31330883 1.41421356 1.41421356
 1.39335277 1.37989334 1.41421356 1.34717843 1.41421356 1.38282253
 1.32183406 1.41421356 1.36463928 1.35594536 1.39643145 1.38142172
 1.41421356 1.41421356 1.41421356 1.41421356 1.3924897  1.3924897
 1.2710145  1.38615105 1.39164481 1.39164481]","[0.05599867 0.03553512 0.         0.13760996 0.         0.
 0.02928403 0.04794719 0.         0.09255514 0.         0.04390093
 0.12637736 0.         0.06887982 0.0807061  0.02498961 0.04583702
 0.         0.         0.         0.         0.03048622 0.03048622
 0.19226108 0.03929263 0.03166237 0.03166237]",gssd0zh7
46,"[1.36039942 1.30988712 1.31739049 1.36978664 1.34479843 1.3815853
 1.28514998 1.37835809 1.35824033 1.37073414 1.31686909 1.38549877
 1.3629736  1.3021358  1.3701874  1.25710221 1.33890834 1.33990062
 1.33190518 1.27409433 1.19434451 1.31363768 1.33234429 1.32259208
 1.35887701 1.26157037 1.33410942 1.31784789]","[0.07465671 0.14209787 0.13224115 0.06184228 0.09575858 0.04561103
 0.17419476 0.05006449 0.07759161 0.06054396 0.13292791 0.04019658
 0.07115148 0.15222117 0.06129325 0.20984701 0.10366222 0.10233316
 0.1130143  0.18834182 0.2867706  0.13717803 0.11242934 0.12537509
 0.07672664 0.2042201  0.11007603 0.13163847]",i8ugf9rk
47,"[1.41421356 1.33404238 1.41421356 1.37464191 1.36960805 1.41421356
 1.38639326 1.3705176  1.36451311 1.41421356 1.28078346 1.25253214
 1.34643354 1.41421356 1.39626962 1.34571195 1.41421356 1.30028622
 1.32599539 1.40151256 1.36265887 1.36957724 1.33657618 1.34585427
 1.34949991 1.33292809 1.38358097 1.37949842]","[0.         0.11016546 0.         0.05517981 0.0620869  0.
 0.03895686 0.06084076 0.06905198 0.         0.17979686 0.21558162
 0.09355837 0.         0.02521557 0.09452967 0.         0.15462787
 0.12086811 0.01788127 0.0715804  0.06212909 0.10678206 0.09433815
 0.089425   0.11165136 0.04285184 0.04849206]",it0clbqf
48,"[1.37704765 1.32385536 1.33000023 1.22954713 1.35301009 1.32929462
 1.3669673  1.33495085 1.26268004 1.279218   1.30171127 1.29643648
 1.35071142 1.3197956  1.25950118 1.3930631  1.37190329 1.3135725
 1.30032188 1.31669069 1.24539699 1.39060503 1.3333415  1.30360835
 1.3585423  1.32031619 1.40385962 1.38707704]","[0.05186989 0.1237035  0.11554969 0.24410693 0.08468185 0.11648791
 0.0657002  0.10895312 0.20281955 0.18180066 0.15277388 0.15962622
 0.08778932 0.12906978 0.20682839 0.0296876  0.05894068 0.13726364
 0.1545815  0.13316282 0.22449316 0.03310883 0.11110023 0.15030264
 0.07718141 0.12838257 0.01458909 0.03800865]",j7r62b5k
49,"[1.31644807 1.28099898 1.3665742  1.38131649 1.34276291 1.34700017
 1.29230719 1.35438878 1.41421356 1.41421356 1.33016185 1.33333674
 1.31963994 1.41421356 1.39795114 1.41421356 1.29335639 1.38362966
 1.26040216 1.39093845 1.36217252 1.39791383 1.39103409 1.38478497
 1.36493578 1.41421356 1.36301731 1.35664244]","[0.13348224 0.17952081 0.06623748 0.04598238 0.09849389 0.09279527
 0.16497107 0.08281552 0.         0.         0.11533472 0.11110657
 0.12927522 0.         0.02286631 0.         0.16361463 0.04278448
 0.20569319 0.03264512 0.07224301 0.02291846 0.03251208 0.0411853
 0.06847516 0.         0.0710919  0.07976065]",kzlrvd2x
50,"[1.41421356 1.41421356 1.41421356 1.35899529 1.32008144 1.41421356
 1.35006652 1.41421356 1.41421356 1.41421356 1.41421356 1.34055495
 1.3235009  1.41421356 1.41421356 1.41421356 1.41421356 1.41421356
 1.41421356 1.41421356 1.41421356 1.41421356 1.12812074 1.41421356
 1.34817777 1.41421356 1.07599524 1.41421356]","[0.         0.         0.         0.07656591 0.12869249 0.
 0.0886602  0.         0.         0.         0.         0.10145622
 0.12417268 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.36367179 0.
 0.09120835 0.         0.42111712 0.        ]",l0sf5hnp
51,"[1.34430159 1.37328844 1.38314601 1.40692638 1.30072568 1.39348302
 1.26377093 1.37884063 1.33496114 1.34797284 1.35740652 1.39790709
 1.32832016 1.40673566 1.3921688  1.36174773 1.39651509 1.36845444
 1.38223825 1.37776794 1.38380381 1.33979683 1.37444675 1.35036321
 1.3650161  1.38746588 1.37427205 1.33225021]","[0.09642662 0.05703942 0.04345356 0.01027908 0.15405635 0.02910254
 0.20144152 0.04939926 0.10893938 0.0914846  0.07872377 0.02292789
 0.11778277 0.01054739 0.03093302 0.07282156 0.0248728  0.06366622
 0.0447087  0.05087776 0.0425435  0.10247223 0.05544806 0.0882596
 0.06836553 0.03746921 0.05568817 0.11255468]",l4ycuiz7
52,"[1.3531541  1.34963795 1.32264331 1.41421356 1.3759432  1.39196415
 1.41421356 1.41421356 1.36855883 1.30046307 1.35536171 1.34614495
 1.38653013 1.41421356 1.41421356 1.41421356 1.41421356 1.41421356
 1.35703444 1.31936058 1.3975179  1.37503046 1.3804027  1.41421356
 1.37281425 1.37920151 1.3909815  1.41421356]","[0.08448698 0.0892387  0.12530734 0.         0.05339016 0.0312179
 0.         0.         0.06352337 0.1543979  0.08149732 0.09394689
 0.0387671  0.         0.         0.         0.         0.
 0.07922877 0.12964383 0.02347186 0.05464562 0.04724419 0.
 0.05769052 0.0489016  0.03258523 0.        ]",l7z1rc6m
53,"[1.31902723 1.34886866 1.26295975 1.3629233  1.29135684 1.35047211
 1.33745953 1.3811494  1.34750148 1.39701246 1.32639439 1.36324283
 1.35343695 1.29116779 1.32008    1.31123898 1.36785262 1.35167381
 1.34023484 1.29861188 1.34053388 1.3073501  1.31687615 1.32919546
 1.34805304 1.33005311 1.27522501 1.31680339]","[0.13008358 0.09027667 0.20246634 0.07122004 0.16619875 0.08811254
 0.105601   0.04621317 0.09211988 0.0241781  0.12033896 0.07078449
 0.08410422 0.16644287 0.12869439 0.14032618 0.06448961 0.08648895
 0.10188528 0.15680359 0.10148446 0.14541786 0.13291861 0.11661972
 0.0913765  0.11547936 0.18690059 0.13301442]",lgaiukif
54,"[1.34505951 1.28655046 1.35662967 1.34732967 1.2864737  1.40419624
 1.39107059 1.38942654 1.379661   1.32514995 1.24702755 1.39593025
 1.39806567 1.4035302  1.3777035  1.41421356 1.41421356 1.41421356
 1.33921266 1.39811517 1.34233635 1.41421356 1.20250775 1.38431101
 1.37030175 1.40166228 1.31822175 1.3896524 ]","[0.09540746 0.17239395 0.07977797 0.09235138 0.17249271 0.01411647
 0.0324613  0.03474694 0.04826776 0.1219888  0.22246114 0.02568937
 0.02270619 0.01505148 0.05096653 0.         0.         0.
 0.10325472 0.02263699 0.09906656 0.         0.27698756 0.04184152
 0.06113655 0.01767142 0.13114571 0.0344331 ]",lsyku5px
55,"[1.31050826 1.36445799 1.36047202 1.37881766 1.36383237 1.36641087
 1.36713489 1.32448116 1.22004785 1.31853769 1.31347619 1.2646587
 1.25283251 1.32555757 1.30854059 1.33310047 1.30272929 1.36877876
 1.30186887 1.30499204 1.27687307 1.2842152  1.32951414 1.35254848
 1.37664451 1.30905628 1.33940726 1.3217848 ]","[0.14128405 0.0691272  0.07455794 0.04943093 0.06998063 0.06646067
 0.06547109 0.12287483 0.25574162 0.13072918 0.13739014 0.20031919
 0.21520535 0.12144857 0.14386076 0.11142157 0.1514482  0.06322235
 0.15256872 0.14849788 0.18479758 0.17539566 0.11619607 0.0853063
 0.05242495 0.14318583 0.10299409 0.12644247]",n2geu19i
56,"[1.20902686 1.19862085 1.24079043 1.28324771 1.20683625 1.2356801
 1.1146011  1.25907582 1.23432812 1.3005187  1.21871412 1.25950396
 1.22997046 1.2532417  1.24568473 1.23561555 1.25691121 1.28772027
 1.31546719 1.2490749  1.285815   1.33631944 1.28735351 1.33424953
 1.34066456 1.27303487 1.28170189 1.30196547]","[0.26912703 0.28165403 0.23021956 0.17663766 0.27177313 0.23654734
 0.37883219 0.20736404 0.23821704 0.15432555 0.25736795 0.20682488
 0.24358633 0.21469262 0.22413478 0.23662711 0.21008711 0.17088825
 0.13477304 0.21990594 0.17333989 0.10712518 0.17136048 0.10988909
 0.10130926 0.18969111 0.17862013 0.15244296]",no64afbg
57,"[1.31132472 1.34459583 1.38704352 1.36200315 1.29801765 1.24631871
 1.36699013 1.36482841 1.3277556  1.37175622 1.35145447 1.36159025
 1.35276973 1.41421356 1.38390464 1.32356723 1.36262236 1.40757716
 1.41421356 1.32105327 1.41421356 1.25934021 1.37577031 1.31883975
 1.36737714 1.34731432 1.35185278 1.36420433]","[0.14021374 0.09603103 0.03805514 0.07247371 0.15757509 0.22334484
 0.06566899 0.0686217  0.11853253 0.05914244 0.08678541 0.07303599
 0.08500703 0.         0.04240398 0.12408489 0.07163015 0.00936326
 0.         0.12740913 0.         0.20703111 0.05362803 0.13033086
 0.06513987 0.09237207 0.08624703 0.06947327]",nyutens9
58,"[1.41421356 1.3296342  1.41421356 1.41421356 1.19479845 1.29592107
 1.41421356 1.41421356 1.41421356 1.33806209 1.41421356 1.41421356
 1.41421356 1.41421356 1.41421356 1.19666954 1.17185436 1.41421356
 1.41421356 1.41421356 1.41421356 1.41421356 1.41421356 1.41421356
 1.41421356 1.19882573 1.41421356 1.41421356]","[0.         0.11603645 0.         0.         0.28622833 0.1602943
 0.         0.         0.         0.10479492 0.         0.
 0.         0.         0.         0.28399101 0.31337868 0.
 0.         0.         0.         0.         0.         0.
 0.         0.28140843 0.         0.        ]",oq55iqyd
59,"[1.26622817 1.30124444 1.40891157 1.3759721  1.27901256 1.31366633
 1.28436784 1.33599499 1.35370485 1.35915226 1.29135021 1.26949576
 1.29532064 1.365003   1.30623554 1.30364818 1.32490827 1.34685746
 1.38667455 1.29529513 1.33250248 1.39941518 1.33506336 1.32264965
 1.33567983 1.24864529 1.23359092 1.23838327]","[0.19833311 0.15338146 0.0074841  0.05335039 0.18206344 0.13714038
 0.17519963 0.1075587  0.08374159 0.07635257 0.16620732 0.19419026
 0.16107222 0.06838341 0.14687436 0.15025072 0.12230903 0.09298749
 0.03856685 0.16110526 0.11221857 0.02081858 0.10880291 0.12529896
 0.1079797  0.22044247 0.23912672 0.23320344]",p8443ps0
60,"[1.41421356 1.41421356 1.41421356 1.37701576 1.3677969  1.38376078
 1.30129997 1.41421356 1.36289872 1.41421356 1.39305016 1.37277645
 1.32421986 1.36463136 1.41421356 1.41421356 1.41421356 1.41421356
 1.41421356 1.3743217  1.39927969 1.41421356 1.34465671 1.32164897
 1.24271656 1.33984864 1.38740668 1.41421356]","[0.         0.         0.         0.0519138  0.06456583 0.04260305
 0.15330919 0.         0.07125353 0.         0.02970563 0.0577424
 0.12322089 0.06889062 0.         0.         0.         0.
 0.         0.05561994 0.02100818 0.         0.09594916 0.126622
 0.22782777 0.10240281 0.03755135 0.        ]",pdlodtah
61,"[1.40060054 1.36822907 1.35330506 1.41421356 1.37883    1.41421356
 1.29117571 1.39555082 1.37762585 1.37673225 1.32853269 1.37344433
 1.33475321 1.37942351 1.35927068 1.36556041 1.38852987 1.38458866
 1.39517405 1.26658612 1.29774879 1.29470406 1.30257418 1.40013673
 1.39798705 1.27815569 1.24478963 1.34918375]","[0.01915906 0.06397461 0.0842827  0.         0.04941392 0.
 0.16643265 0.02621895 0.05107351 0.05230415 0.11750044 0.05682534
 0.10921694 0.0485954  0.07619161 0.06762239 0.0359924  0.04145713
 0.02674469 0.1978798  0.15792404 0.1618707  0.15165025 0.01980857
 0.02281611 0.18315901 0.22524939 0.0898516 ]",q9awns0p
62,"[1.28442008 1.41421356 1.36859666 1.37952922 1.41421356 1.41421356
 1.38288511 1.37948331 1.41421356 1.3813866  1.33245438 1.41421356
 1.32128166 1.41421356 1.3928106  1.38192834 1.41421356 1.31988409
 1.41421356 1.41421356 1.36057029 1.41421356 1.41421356 1.41421356
 1.20729579 1.33068547 1.37815797 1.31302059]","[0.17513253 0.         0.06347159 0.04844957 0.         0.
 0.04381439 0.0485129  0.         0.04588553 0.11228266 0.
 0.12710739 0.         0.03003932 0.04513704 0.         0.12895299
 0.         0.         0.07442425 0.         0.         0.
 0.27121844 0.11463809 0.05034031 0.13798847]",qdolnbxs
63,"[1.36509475 1.32051825 1.40646943 1.36262912 1.35340277 1.3783183
 1.37531239 1.28111612 1.38904323 1.3153251  1.34528689 1.35778347
 1.29761387 1.37962664 1.31317459 1.33984618 1.36179398 1.331989
 1.38887535 1.38604872 1.38999107 1.38405561 1.29894097 1.34963114
 1.29303173 1.36609708 1.25696549 1.38087137]","[0.06825816 0.12811578 0.01092188 0.07162095 0.08415047 0.05011933
 0.05425792 0.17937075 0.03527945 0.13495995 0.09510159 0.07821202
 0.15809912 0.04831517 0.13778625 0.1024061  0.07275858 0.11290265
 0.03551263 0.03943447 0.03396241 0.04219503 0.15637618 0.0892479
 0.16403447 0.06688938 0.21001887 0.04659713]",qr8agwsq
64,"[1.23992876 1.23424658 1.26490855 1.27110878 1.17051523 1.37368844
 1.31429783 1.22846706 1.27335045 1.1696321  1.08586587 1.33613293
 1.21472785 1.33318592 1.29253346 1.21071783 1.36436138 1.27773365
 1.30330266 1.26301713 1.33294772 1.32298879 1.16056365 1.36876562
 1.33617944 1.33909599 1.24540903 1.31663489]","[0.23128833 0.23831769 0.20000318 0.19214124 0.31494705 0.05649004
 0.1363106  0.24543434 0.18928931 0.31598038 0.41044766 0.10737439
 0.26221813 0.11130766 0.16467863 0.26708116 0.06925901 0.18369836
 0.15070109 0.20239387 0.11162519 0.12485033 0.32654601 0.06324035
 0.10731226 0.10341096 0.22447818 0.13323629]",r6gltob9
65,"[1.2645649  1.33445212 1.39718199 1.31632017 1.25801686 1.39249919
 1.26184209 1.32797394 1.32100076 1.27097749 1.31645234 1.41421356
 1.37672596 1.41421356 1.35279739 1.11082213 1.41421356 1.41421356
 1.31668238 1.32063022 1.41421356 1.357887   1.32057179 1.41421356
 1.33865886 1.41421356 1.41421356 1.41421356]","[0.2004378  0.10961878 0.02394125 0.13365061 0.20869679 0.03047301
 0.20387726 0.11824261 0.1274785  0.19230811 0.13347662 0.
 0.05231282 0.         0.0849696  0.3830371  0.         0.
 0.13317376 0.12796791 0.         0.07807145 0.12804507 0.
 0.10399623 0.         0.         0.        ]",suia995m
66,"[1.31037707 1.18415141 1.34043534 1.34420212 1.34558403 1.33897354
 1.34840269 1.28073976 1.25545396 1.26896664 1.30331413 1.34481126
 1.26342435 1.22965922 1.28513997 1.33082787 1.27918361 1.29956024
 1.22689271 1.25959468 1.17038762 1.25974179 1.32883658 1.33408683
 1.21970235 1.15279742 1.33386385 1.31730986]","[0.14145597 0.29889271 0.10161655 0.09656033 0.0947018  0.10357492
 0.09090509 0.17985284 0.21191768 0.19486183 0.15068614 0.09574134
 0.20187945 0.2439691  0.17420763 0.11444859 0.18184464 0.15557159
 0.24736714 0.20671062 0.31509641 0.20652532 0.11709667 0.11010616
 0.25616309 0.33552905 0.11040361 0.13234737]",syy20boc
67,"[1.31013915 1.30066152 1.41421356 1.3839327  1.2854203  1.39423575
 1.32960287 1.33849414 1.33245954 1.36479142 1.11615826 1.31295758
 1.34593738 1.38140296 1.40734946 1.37221905 1.3901883  1.3383392
 1.39540311 1.36951034 1.3991136  1.34907145 1.36325887 1.39922544
 1.40066721 1.31848956 1.38331741 1.29251208]","[0.14176771 0.1541398  0.         0.04236514 0.17384732 0.02805334
 0.1160781  0.10421672 0.11227579 0.0686722  0.37709537 0.13807119
 0.09422629 0.04586293 0.00968374 0.05850743 0.03368825 0.10442409
 0.02642509 0.06222071 0.02124057 0.09000311 0.07076263 0.02108409
 0.01906569 0.13079264 0.04321646 0.16470626]",szngczd2
68,"[1.24007114 1.37245772 1.39540293 1.37669585 1.39807326 1.34408753
 1.40443336 1.3955644  1.35692496 1.29975438 1.26094825 1.31015678
 1.37636459 1.36238337 1.38270473 1.39179537 1.40008189 1.38746442
 1.327275   1.35587039 1.36888057 1.28614914 1.35965899 1.33711815
 1.36343219 1.29020156 1.36831591 1.40699827]","[0.23111178 0.0581799  0.02642533 0.05235427 0.02269558 0.09671436
 0.01378348 0.0262     0.07937733 0.15531928 0.20500476 0.14174461
 0.05281026 0.07195578 0.04406381 0.03145282 0.01988535 0.03747125
 0.11917054 0.08080774 0.063083   0.17291019 0.07566372 0.10605752
 0.07052633 0.16768996 0.06385578 0.01017793]",t4q1uam7
69,"[1.2472434  1.3105189  1.22173352 1.20794877 1.26630816 1.25942834
 1.27589163 1.26913498 1.2587416  1.19095413 1.28151739 1.28134763
 1.2878904  1.34198489 1.35546908 1.34797151 1.33410549 1.3581984
 1.17990371 1.3054547  1.22725646 1.28989011 1.27790298 1.26217721
 1.23605498 1.289697   1.35216241 1.29821839]","[0.22219196 0.1412701  0.25368361 0.27042988 0.19823183 0.20692013
 0.18605027 0.1946482  0.20778479 0.29081413 0.17885659 0.17907412
 0.17066916 0.09953828 0.08135179 0.09148641 0.11008126 0.07764855
 0.30391361 0.14789401 0.24692079 0.16809175 0.18348199 0.20345435
 0.23608404 0.16834083 0.0858284  0.1573145 ]",ty2yznzp
